match_id,fatigue_home,fatigue_away,travel_km_away,tz_change_away,weather_temp,weather_rain_prob,avg_goals_home,avg_goals_away,rain_impact_home,rain_impact_away
2022-10-30_Atlético_vs_Forge,0.0,0.2035,407.0,0,13.0,0.25,2.0,1.2,0.5,0.3
2023-04-15_Atlético_vs_Wanderers,0.0,0.2035,407.0,0,9.0,0.25,1.4,0.4,0.35,0.1
2023-04-15_Forge_vs_Cavalry,0.2035,0.0,0.0,0,9.0,0.25,1.2,1.2,0.3,0.3
2023-04-15_Pacific_vs_Vancouver,3.2941,0.0496,99.3,0,10.0,0.4,0.6,1.2,0.24,0.48
2023-04-16_York_vs_Valour,0.1762,2.3444,2688.8,2,9.0,0.25,1.6,0.8,0.4,0.2
2023-04-22_York_vs_Vancouver,0.5,3.1917,3383.5,3,9.0,0.25,1.0,0.0,0.25,0.0
2023-04-22_Forge_vs_Wanderers,0.0,0.2035,407.0,0,9.0,0.25,1.6,0.4,0.4,0.1
2023-04-22_Valour_vs_Atlético,1.248,1.3376,1675.3,-1,6.0,0.25,1.2,1.2,0.3,0.3
2023-04-23_Pacific_vs_Cavalry,0.0,3.1921,3384.3,-3,10.0,0.4,0.6,1.4,0.24,0.5599999999999999
2023-04-29_Wanderers_vs_Vancouver,1.1538,1.1354,1270.8,1,7.0,0.35,0.6,1.0,0.21,0.35
2023-04-29_Atlético_vs_York,1.3376,0.1762,352.4,0,9.0,0.25,1.0,1.2,0.25,0.3
2023-04-30_Cavalry_vs_Valour,0.8643,1.1033,1206.5,-1,8.0,0.3,1.2,1.2,0.36,0.36
2023-05-01_Pacific_vs_Forge,0.0,3.1921,3384.3,-3,14.0,0.25,0.6,1.6,0.15,0.4
2023-05-05_York_vs_Forge,0.1762,4.6917,3383.5,3,16.0,0.3,0.8,1.6,0.24,0.48
2023-05-06_Valour_vs_Wanderers,1.6033,2.2877,2575.3,-2,15.0,0.3,1.2,0.8,0.36,0.24
2023-05-06_Atlético_vs_Pacific,0.0,3.7941,3588.1,3,16.0,0.3,0.6,0.6,0.18,0.18
2023-05-07_Vancouver_vs_Cavalry,4.2011,0.8207,641.4,-1,14.0,0.25,1.0,1.2,0.25,0.3
2023-05-13_Forge_vs_Valour,0.0318,1.2533,1506.7,1,16.0,0.3,1.4,1.0,0.42,0.3
2023-05-13_Cavalry_vs_Wanderers,0.8207,1.1033,1206.5,-1,14.0,0.35,1.2,0.6,0.42,0.21
2023-05-14_Vancouver_vs_Atlético,0.0,3.2558,3511.7,-3,14.0,0.25,1.0,0.6,0.25,0.15
2023-05-14_Pacific_vs_York,3.2941,3.1917,3383.5,-3,14.0,0.25,1.4,0.8,0.35,0.2
2023-05-19_Forge_vs_Vancouver,0.0,3.6575,3315.1,3,16.0,0.3,1.6,0.8,0.48,0.24
2023-05-20_Wanderers_vs_York,3.3813,4.742,4484.0,4,12.0,0.35,1.0,0.6,0.35,0.21
2023-05-20_Valour_vs_Pacific,1.2533,2.4571,1914.3,2,15.0,0.3,1.2,2.0,0.36,0.6
2023-05-21_Cavalry_vs_Atlético,0.0,0.8207,641.4,1,14.0,0.35,1.4,1.6,0.48999999999999994,0.5599999999999999
2023-05-27_Atlético_vs_Forge,2.9403,0.2035,407.0,0,16.0,0.3,1.4,1.2,0.42,0.36
2023-05-28_Pacific_vs_Wanderers,1.9571,4.242,4484.0,-4,14.0,0.25,2.0,0.8,0.5,0.2
2023-05-28_York_vs_Cavalry,1.1354,2.3482,2696.4,2,16.0,0.3,1.2,1.4,0.36,0.42
2023-05-29_Vancouver_vs_Valour,3.1575,1.9183,1836.6,-2,14.0,0.25,0.8,1.0,0.2,0.25
2023-05-31_Forge_vs_York,1.7035,3.0318,63.7,0,16.0,0.3,1.2,1.2,0.36,0.36
2023-06-03_Vancouver_vs_Pacific,0.5,0.0496,99.3,0,17.0,0.15,0.4,2.0,0.06,0.3
2023-06-03_Cavalry_vs_Forge,2.8482,5.3513,2702.6,-2,18.0,0.4,1.2,1.2,0.48,0.48
2023-06-03_Atlético_vs_Wanderers,0.0,3.2941,3588.1,3,22.0,0.35,1.2,0.8,0.42,0.27999999999999997
2023-06-04_Valour_vs_York,1.9183,4.2533,1506.7,-1,21.0,0.35,0.8,1.4,0.27999999999999997,0.48999999999999994
2023-06-09_York_vs_Atlético,1.748,0.1762,352.4,0,22.0,0.35,1.6,1.6,0.5599999999999999,0.5599999999999999
2023-06-10_Wanderers_vs_Valour,0.9769,2.7877,2575.3,2,17.0,0.35,0.6,0.8,0.21,0.27999999999999997
2023-06-10_Forge_vs_Pacific,2.3513,3.1575,3315.1,3,22.0,0.35,1.2,3.2,0.42,1.1199999999999999
2023-06-11_Cavalry_vs_Vancouver,0.0,0.8207,641.4,1,18.0,0.4,1.2,0.8,0.48,0.32000000000000006
2023-06-17_Valour_vs_Forge,2.2877,1.2533,1506.7,-1,21.0,0.35,0.8,0.6,0.27999999999999997,0.21
2023-06-17_Atlético_vs_Vancouver,0.1762,2.9403,2880.6,2,22.0,0.35,1.6,0.8,0.5599999999999999,0.27999999999999997
2023-06-17_Wanderers_vs_Cavalry,0.0,3.8813,3762.5,3,17.0,0.35,1.0,1.6,0.35,0.5599999999999999
2023-06-18_Pacific_vs_York,3.1921,3.1917,3383.5,-3,17.0,0.15,2.6,1.8,0.39,0.27
2023-06-21_Vancouver_vs_Forge,6.2558,3.4183,1836.6,-2,17.0,0.15,0.8,0.6,0.12,0.09
2023-06-21_York_vs_Wanderers,6.1917,2.6354,1270.8,-1,22.0,0.35,1.2,1.2,0.42,0.42
2023-06-22_Pacific_vs_Valour,3.0,2.4571,1914.3,-2,17.0,0.15,2.0,0.8,0.3,0.12
2023-06-24_Cavalry_vs_York,3.3813,5.3482,2696.4,-2,18.0,0.4,1.4,1.4,0.5599999999999999,0.5599999999999999
2023-06-25_Valour_vs_Vancouver,4.9571,3.4183,1836.6,2,21.0,0.35,0.6,1.2,0.21,0.42
