Year,Team,Games played,Total points,Total wins,Total losses,Total draws,Goals,Goals against,Accuracy (%),Penalty kick taken,Penalty conceded,Fouls committed,Fouls suffered,Total offside,Yellow cards,Red cards,corners,Total Distance Covered,Average Distance Covered,Total Distance Covered Walking,Average Distance Covered Walking,Total Distance Covered Jogging,Average Distance Covered Jogging,Total Distance Covered Low Intensity Running,Average Distance Covered Low Intensity Running,Total Distance Covered High Intensity Running,Average Distance Covered High Intensity Running,Total Distance Covered Sprinting,Average Distance Covered Sprinting,Total Successful Final Third Pass,Total Sub Goals,Total Saves,Average Possession,Average Possession Time,Cross Complete Percentage,Tackles Won Percentage,Aerial Duels Won Percentage,Duels Won Percentage,Defender Goals,Midfielder Goals,Forward Goals,Ground Duels won,Possession Percentage,Total Passes,Goal Assists,Successful Short Passes,Ground Duels lost,Straight Red Cards,Duels,Shots On Conceded Outside Box,Tackle Success,Goals from Inside Box,Unsuccessful Launches,Blocks,Handballs conceded,Total Shots Conceded,Offsides,Throw Ins to Own Player,Penalty Goals Conceded,Own Goals Conceded,Ground Duels,Total Losses Of Possession,Yellow Cards,Shooting Accuracy,Successful Lay-offs,Penalties Taken,Shots On Conceded Inside Box,Attempts from Set Pieces,Aerial Duels,Right Foot Goals,Clearances Off the Line,Blocked Shots,Recoveries,Hit Woodwork,Foul Won Penalty,Unsuccessful Long Passes,Aerial Duels lost,Headed Goals,Aerial Duels won,Unsuccessful Corners into Box,Corners Won,Points Gained from Losing Positions,Interceptions,Goals Conceded,Unsuccessful lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Short Passes,Successful Long Passes,Duels lost,Drops,Total Clearances,Penalties Conceded,Passing Accuracy,Left Foot Goals,GK Unsuccessful Distribution,Goals from Outside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Passes Opposition Half,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),PutThrough/Blocked Distribution,Total Red Cards,Duels won,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Total Shots,Penalty Goals,Points Dropped from Winning Positions,Red Card - 2nd Yellow,Crossing Accuracy,Tackles Won,Games Played,Unsuccessful Crosses open play,Successful Passes Opposition Half,Goal Conversion,Successful Dribbles,Goals Conceded Outside Box,Successful Corners into Box,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Successful Crosses open play,Passing % Opp Half,Successful Passes Own Half,Throw Ins to Opposition Player,Shots Off Target (inc woodwork),Successful Launches,Own Goals Accrued,Key Passes (Attempt Assists),Tackles Lost,Total Fouls Conceded,Times Tackled,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Catches,Last Man Tackle,GK Successful Distribution,Clean Sheets,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Home Goals,Away Goals,Other Goals,Set Pieces Goals,Penalties Saved,Penalties Off Target
2021,Pacific,30,45,13,9,6,50,35,83,5,4,467,323,56,76,4,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,56,14478,34,10771,1300,3.0,3205,31,62.27,42,343,69,24,303,56,588,4,1.0,2476,4184,76,45.26,79,5,81,18,729,24,1.0,76,1879,13,5,1006,353,9,376,74,145,12,343,35,9,202,1515,1186,1653,4,426,4,82.59,15,65,8,11957,2225,11461,2521,418,4,1552,267,130,145,274,4.0,7.0,1.0,27.03,345,30,245,5329,18.25,308,5,47,351,30,69,73.5,6758,95,150,106,2.0,229,209,467,544,124,647,21,1.0,281,8,257,13822,323,33,17,,,,
2021,Forge,30,50,16,10,2,42,26,84,7,1,394,421,69,70,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,55,13918,25,10746,1326,,3132,35,60.74,39,199,69,18,271,69,595,1,,2572,4137,70,45.69,53,7,57,24,560,22,,99,1850,11,7,711,277,3,283,71,172,4,292,26,10,175,1627,834,1603,3,299,2,83.2,15,34,3,11580,2116,10861,2338,426,1,1529,300,97,172,267,6.0,,1.0,21.51,311,30,262,6094,15.73,319,4,29,354,22,65,77.29,5583,93,145,50,1.0,235,201,394,642,122,576,20,1.0,357,11,210,13100,421,26,16,1.0,1.0,,
2021,Valour,28,35,10,13,5,38,36,82,5,1,364,376,55,66,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,51,12012,28,8989,1085,1.0,2897,54,59.5,32,269,85,18,392,55,456,1,,2344,3644,66,46.56,64,5,94,22,553,26,4.0,81,1695,6,5,807,268,4,285,63,114,5,293,36,4,143,1387,829,1353,2,395,3,81.73,7,79,6,9818,1749,9254,2194,332,1,1544,268,94,114,247,5.0,11.0,,27.57,310,28,155,3910,15.38,367,4,32,247,32,53,71.76,6002,97,132,76,,206,211,364,517,115,692,22,2.0,364,10,208,11286,376,20,18,1.0,,2.0,
2021,Inter Toronto,29,36,8,8,12,36,42,81,3,3,384,383,57,72,2,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,46,10684,27,8031,1341,1.0,3181,37,61.26,31,294,93,19,395,57,442,3,4.0,2608,3806,72,48.73,65,3,109,18,573,21,2.0,103,1735,12,3,802,297,7,276,85,145,18,269,42,12,206,1248,603,1638,2,382,6,80.81,8,91,5,8634,1864,8016,2050,401,2,1543,292,137,145,275,1.0,18.0,1.0,27.18,310,29,240,3968,13.09,383,4,44,367,38,82,71.9,4803,98,141,67,,259,196,384,630,134,553,9,,353,6,239,9879,383,16,20,,1.0,2.0,
2021,Cavalry,29,50,14,6,8,35,32,80,3,4,382,375,65,70,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,53,12741,23,9305,1163,,3233,25,61.21,32,368,79,24,295,65,612,4,1.0,2406,4285,70,48.44,71,3,71,16,827,20,1.0,79,1844,6,3,1004,441,7,386,79,167,8,316,32,16,217,1597,835,1604,3,395,4,79.59,6,79,3,10140,2340,9603,2601,441,1,1629,251,146,167,256,,8.0,1.0,26.74,355,29,287,4391,13.67,296,3,60,400,29,69,68.63,5895,103,132,98,1.0,232,225,382,507,124,661,13,,263,10,211,12021,375,16,19,1.0,2.0,,
2021,Edmonton,28,28,6,12,10,34,41,78,4,4,368,302,43,41,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,45,10506,25,7288,1111,1.0,2919,33,61.8,31,362,76,27,327,43,529,4,,2190,3909,41,47.91,84,4,98,16,729,14,1.0,76,1692,10,4,907,337,5,392,70,124,3,307,41,12,186,1455,856,1448,2,438,4,77.52,14,102,3,8144,2111,7702,2362,407,1,1471,244,138,124,263,3.0,15.0,,25.99,330,28,291,4166,12.93,245,6,42,393,35,82,70.1,4116,98,137,111,,227,204,368,476,126,644,15,,311,5,180,9865,302,20,14,1.0,,,1.0
2021,Atlético Ottawa,28,26,6,14,8,30,47,82,4,11,354,333,46,60,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,45,11178,18,8260,1151,2.0,2833,39,57.27,24,294,82,29,381,46,466,11,,2297,3453,60,50.24,62,4,109,13,536,16,2.0,72,1583,4,4,859,293,4,243,58,100,7,285,47,9,200,1235,824,1444,2,494,12,81.27,10,107,6,9084,1657,8544,2094,408,5,1389,195,85,100,205,4.0,14.0,3.0,24.22,315,28,185,3523,14.63,273,1,29,266,46,47,71.19,5646,79,102,91,,178,235,354,484,103,703,22,,316,3,181,10402,333,16,14,,,1.0,
2021,HFX Wanderers,28,35,8,9,11,28,34,83,6,1,333,339,66,57,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,49,12128,17,9242,1100,1.0,2820,35,64.2,26,226,89,24,321,66,469,1,,2259,3609,57,49.59,93,6,67,17,561,16,5.0,68,1739,12,6,785,268,2,293,94,130,6,304,34,21,195,1362,739,1368,1,401,2,82.3,8,79,2,9981,1830,9475,2147,408,1,1452,232,103,130,244,6.0,14.0,,24.58,330,28,197,4484,11.48,310,9,26,316,25,66,74.32,5600,51,123,67,2.0,211,184,333,474,121,633,22,1.0,302,9,183,11452,339,18,10,,,1.0,
