playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,GoalsConcededOutsideBox,TotalLossesOfPossession,SuccessfulPassesOwnHalf,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,UnsuccessfulPassesOppositionHalf,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,GroundDuels,ForwardPasses,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),CleanSheets,DuelsLost,GroundDuelsWon,WinningGoal,AerialDuelsWon,AerialDuels,HandballsConceded,UnsuccessfulShortPasses,HomeGoals,AwayGoals,AerialDuelsLost,TotalTackles,PenaltiesSaved,Catches,SavesFromPenalty,TacklesLost,SuccessfulDribbles,CrossesNotClaimed,KeyPasses(attemptAssists),SavesMade-Caught,Putthrough/blockedDistribution,Offsides,ThrowInsToOwnPlayer,TimesTackled,BackwardPasses,Putthrough/blockedDistributionWon,ShotsOffTarget(incWoodwork),SubstituteOff,TotalShots,ThrowInsToOppositionPlayer,Blocks,TotalTouchesInOppositionBox,UnsuccessfulDribbles,TacklesWon,Interceptions,SetPiecesGoals,UnsuccessfulCornersIntoBox,CornersTaken(inclShortCorners),UnsuccessfulCrossesOpenPlay,ShotsOnTarget(IncGoals),SuccessfulCornersIntoBox,AttemptsFromSetPieces,SubstituteOn,Goals,SuccessfulCrosses&Corners,UnsuccessfulCrosses&Corners,GoalsFromOutsideBox,LeftFootGoals,SuccessfulCrossesOpenPlay,RightFootGoals,GoalsFromInsideBox,PenaltiesTaken,GoalAssists,PenaltyGoals,ThroughBalls,OwnGoalScored,BlockedShots,HeadedGoals,SuccessfulLay-offs,TotalRedCards,RedCards-2ndYellow,ClearancesOffTheLine,FoulWonPenalty,Assists(intentional),LastManTackle,StraightRedCards,UnsuccessfulLay-offs,SecondGoalAssists
cpl::Football_Player::23c92ceb8bee415a886f16e93c507c65,M. Carducci,Cavalry,Goalkeeper,2020,goalkeeper,9,810,0,0,0,0,0,0,0,1,1,0,1,0,0,69.0,10,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,810.0,86.0,1.0,19.0,183.0,1.0,33.0,52.0,1.0,89.0,1.0,90.0,157.0,2.0,1.0,279.0,1.0,139.0,9.0,89.0,57.0,68.0,3.0,68.0,9.0,1.0,21.0,339.0,9.0,1.0,3.0,173.0,10.0,2.0,51.0,1.0,4.0,1.0,3.0,5.0,6.0,2.0,9.0,14.0,1.0,49.0,128.0,190.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::47dc6e2b3ef94651abd804e8ba91936c,J. Beaulieu,Wanderers,Goalkeeper,2020,goalkeeper,4,360,0,0,0,0,0,0,0,2,3,0,1,0,100,68.0,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,360.0,42.0,1.0,4.0,63.0,,11.0,15.0,1.0,33.0,1.0,35.0,60.0,1.0,3.0,105.0,2.0,54.0,9.0,34.0,18.0,23.0,,40.0,4.0,1.0,11.0,150.0,4.0,1.0,3.0,65.0,10.0,4.0,17.0,3.0,4.0,4.0,5.0,4.0,6.0,1.0,4.0,6.0,1.0,22.0,42.0,71.0,,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::73977448c290436b91cca653ba3a2c13,J. Williams,Wanderers,Goalkeeper,2020,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::ed6b655ed6bb4c7baedb0fe8fc42495d,C. Irving,Vancouver FC,Goalkeeper,2020,goalkeeper,6,540,0,0,0,0,0,0,0,0,2,0,1,0,83,72.0,8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,540.0,79.0,,9.0,138.0,,16.0,28.0,1.0,61.0,,62.0,136.0,3.0,5.0,214.0,,121.0,8.0,62.0,53.0,54.0,,79.0,6.0,3.0,8.0,307.0,6.0,,2.0,102.0,10.0,6.0,31.0,2.0,6.0,3.0,8.0,11.0,15.0,4.0,6.0,14.0,1.0,59.0,110.0,152.0,1.0,2.0,1.0,0.0,5.0,6.0,,1.0,,,1.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d7a3107cbc0c426399a5c65c18e39d14,N. Giantsopoulos,Vancouver FC,Goalkeeper,2020,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,100,58.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,90.0,6.0,,1.0,15.0,,1.0,5.0,,8.0,,10.0,11.0,1.0,1.0,21.0,,11.0,1.0,9.0,6.0,5.0,,7.0,1.0,,4.0,30.0,1.0,,,11.0,10.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,4.0,10.0,12.0,,,,0.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::7517829ba9bc4c5f89f19a60bcaa4cc8,D. Powley,Edmonton,Goalkeeper,2020,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,90.0,10.0,,1.0,18.0,,3.0,3.0,,6.0,1.0,7.0,21.0,,,31.0,,19.0,,7.0,5.0,5.0,,7.0,1.0,,2.0,38.0,1.0,,1.0,12.0,10.0,1.0,5.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,,14.0,14.0,24.0,,,1.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::e19c5e780a7347dcbb948ca726281b33,E. Carrasco,York,Goalkeeper,2020,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,90.0,13.0,,,8.0,,1.0,1.0,,3.0,1.0,3.0,18.0,,,22.0,,16.0,,3.0,9.0,1.0,,5.0,1.0,,2.0,25.0,1.0,,,8.0,10.0,,3.0,,,,,,1.0,,1.0,1.0,,5.0,6.0,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::f93dee067b364c69b3a231cfb723817f,B. Maan,Valour,Goalkeeper,2020,goalkeeper,1,90,0,0,0,0,0,0,0,0,2,0,0,0,100,74.0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,90.0,11.0,,,15.0,,1.0,3.0,,7.0,,8.0,18.0,,2.0,26.0,,16.0,2.0,7.0,4.0,5.0,,11.0,1.0,,2.0,45.0,1.0,,,12.0,10.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,1.0,2.0,,10.0,12.0,19.0,,,,0.0,2.0,2.0,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::7c054612559b45f2a7ef690616b61862,T. Henry,Forge,Goalkeeper,2020,goalkeeper,10,900,0,0,0,0,0,0,0,0,6,0,0,0,100,85.0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,900.0,133.0,,10.0,140.0,,14.0,20.0,,40.0,1.0,45.0,207.0,2.0,4.0,263.0,,191.0,7.0,42.0,65.0,29.0,1.0,79.0,10.0,,13.0,369.0,10.0,,4.0,95.0,10.0,12.0,30.0,6.0,7.0,9.0,12.0,8.0,15.0,2.0,10.0,11.0,,103.0,120.0,221.0,5.0,,4.0,0.0,8.0,8.0,,2.0,0.0,0.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::beca7bab90be4d31a7ff77853f824bea,H. Sobze Zemo,Atlético,Goalkeeper,2020,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::7c327d61caf549ff8299ec42bacce566,Nacho Zabal,Atlético,Goalkeeper,2020,goalkeeper,7,630,0,0,0,0,0,0,0,0,1,0,0,0,100,63.0,12,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,630.0,87.0,,15.0,124.0,,35.0,37.0,,89.0,2.0,98.0,117.0,2.0,1.0,244.0,,100.0,10.0,92.0,40.0,73.0,,74.0,7.0,1.0,19.0,321.0,7.0,,,158.0,10.0,2.0,52.0,1.0,9.0,6.0,2.0,6.0,15.0,2.0,7.0,29.0,,46.0,81.0,152.0,2.0,,,0.0,2.0,2.0,,3.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::6157ad2ed4f14fa1a4a7327dbeed8aba,R. Gomes,Atlético,Goalkeeper,2020,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::364352c812a14e868234e4883c9bd4e0,N. Ingham,Atlético,Goalkeeper,2020,goalkeeper,6,540,0,0,0,0,0,0,0,0,1,0,0,0,50,76.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,540.0,76.0,,8.0,63.0,,21.0,15.0,,35.0,,38.0,88.0,,2.0,144.0,,74.0,6.0,35.0,22.0,33.0,,43.0,6.0,,2.0,194.0,6.0,,1.0,94.0,10.0,3.0,35.0,1.0,5.0,6.0,5.0,5.0,7.0,,6.0,8.0,,28.0,48.0,109.0,2.0,2.0,1.0,0.0,2.0,4.0,,,,,2.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::16b384ec036b4bccb9be3e98bf2b8088,M. Village,Pacific,Goalkeeper,2020,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::0043bfae03d74a4da54333508b314ace,J. Pantemis,Montréal,Goalkeeper,2020,goalkeeper,7,630,0,0,0,0,0,0,0,0,1,0,0,0,100,74.0,9,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,630.0,78.0,,5.0,85.0,1.0,8.0,19.0,,43.0,1.0,47.0,115.0,1.0,4.0,167.0,,99.0,8.0,44.0,40.0,36.0,1.0,61.0,7.0,,8.0,241.0,7.0,,1.0,80.0,10.0,3.0,24.0,1.0,5.0,7.0,3.0,6.0,14.0,1.0,7.0,14.0,,47.0,69.0,123.0,2.0,,1.0,0.0,2.0,2.0,,1.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::0665c6ea0ce84bd49b9ebba2cf80c8e2,N. Wirth,Pacific,Goalkeeper,2020,goalkeeper,4,360,0,0,0,0,0,0,0,1,3,0,0,0,100,73.0,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,360.0,52.0,1.0,4.0,81.0,,11.0,15.0,,33.0,,39.0,87.0,2.0,2.0,136.0,1.0,75.0,5.0,38.0,34.0,21.0,1.0,43.0,4.0,,17.0,181.0,4.0,1.0,3.0,54.0,10.0,4.0,23.0,3.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,8.0,1.0,48.0,65.0,98.0,1.0,1.0,2.0,0.0,2.0,2.0,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::c838c44902a6469485723a328e0d5531,M. Silva,York,Goalkeeper,2020,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::859df54960ef45ef98a04d967baa8d96,R. Boskovic,Ottawa Fury,Defender,2020,defender,6,479,0,0,3,0,0,0,4,7,4,1,2,0,62,81.0,5,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,479.0,,,2.0,325.0,,88.0,5.0,2.0,34.0,,76.0,180.0,2.0,,334.0,7.0,238.0,5.0,66.0,112.0,47.0,,32.0,6.0,,19.0,397.0,6.0,4.0,27.0,146.0,10.0,25.0,30.0,4.0,,,43.0,8.0,,,6.0,,12.0,46.0,260.0,268.0,2.0,18.0,15.0,0.0,10.0,16.0,,32.0,,,6.0,10.0,,,,6.0,1.0,,,,9.0,1.0,3.0,2.0,30.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::cfb4634bc5a0472c9999c3364d73937c,A. De Carolis,Wanderers,Defender,2020,defender,6,371,1,0,2,0,1,0,5,6,4,1,1,0,62,73.0,8,1.94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,371.0,,,1.0,90.0,2.0,36.0,3.0,1.0,10.0,1.0,47.0,37.0,1.0,,96.0,6.0,65.0,7.0,26.0,28.0,23.0,,15.0,5.0,,9.0,187.0,6.0,4.0,27.0,44.0,10.0,23.0,5.0,4.0,,,35.0,8.0,,,6.0,,9.0,5.0,65.0,70.0,1.0,12.0,18.0,1.0,5.0,8.0,,16.0,0.0,1.0,3.0,9.0,,,,4.0,5.0,,3.0,,7.0,1.0,22.0,1.0,19.0,3.0,1.0,3.0,2.0,8.0,1.0,6.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::528b48f0adc7452ea0b4d13358823c87,N. Mavila,Cavalry,Defender,2020,defender,9,709,3,1,10,0,6,1,6,21,11,0,1,0,60,73.0,9,1.14,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,709.0,,,4.0,244.0,5.0,78.0,14.0,1.0,29.0,1.0,155.0,117.0,1.0,,255.0,21.0,160.0,8.0,69.0,83.0,84.0,,42.0,8.0,,22.0,497.0,9.0,10.0,74.0,100.0,10.0,42.0,26.0,11.0,,,94.0,6.0,,,9.0,,44.0,,176.0,186.0,2.0,52.0,30.0,0.0,12.0,20.0,,40.0,,,8.0,10.0,,,,4.0,10.0,,10.0,,20.0,,60.0,18.0,72.0,9.0,4.0,3.0,10.0,18.0,1.0,12.0,9.0,6.0,10.0,,7.0,10.0,27.0,6.0,3.0,2.0,1.0,3.0,9.0,37.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
cpl::Football_Player::340468323f3841eb8a68a4adfc0f1a9f,J. Geffrard,Wanderers,Defender,2020,defender,11,945,0,0,3,0,2,0,4,8,5,0,1,0,59,82.0,15,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,945.0,,,9.0,351.0,,53.0,18.0,1.0,36.0,4.0,73.0,247.0,2.0,,369.0,8.0,270.0,11.0,69.0,132.0,38.0,,37.0,11.0,,31.0,468.0,11.0,4.0,22.0,172.0,10.0,27.0,30.0,5.0,,,44.0,40.0,,,11.0,,8.0,37.0,285.0,300.0,2.0,17.0,14.0,0.0,13.0,22.0,1.0,33.0,0.0,0.0,9.0,7.0,,,,3.0,2.0,,1.0,,6.0,,1.0,,28.0,2.0,1.0,1.0,3.0,,7.0,4.0,,4.0,14.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9872d0a42804454098f50f548fd3f290,P. Schaale,Wanderers,Defender,2020,defender,10,900,0,0,3,0,0,0,11,9,4,0,3,0,51,70.0,11,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,900.0,,,5.0,382.0,2.0,107.0,15.0,3.0,78.0,4.0,142.0,179.0,2.0,,414.0,9.0,235.0,7.0,128.0,22.0,94.0,,39.0,10.0,,34.0,545.0,10.0,7.0,46.0,265.0,10.0,46.0,51.0,4.0,,,87.0,56.0,,,10.0,,21.0,105.0,264.0,286.0,2.0,41.0,25.0,0.0,21.0,41.0,,50.0,0.0,0.0,20.0,19.0,,,,8.0,3.0,,3.0,,5.0,,,6.0,22.0,2.0,3.0,,3.0,1.0,6.0,5.0,1.0,11.0,10.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,2020,defender,10,900,1,0,8,0,4,0,12,9,11,0,0,0,56,79.0,11,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,900.0,,,8.0,652.0,3.0,180.0,23.0,,61.0,1.0,169.0,354.0,3.0,,675.0,9.0,475.0,10.0,145.0,69.0,98.0,,48.0,10.0,,51.0,815.0,10.0,3.0,44.0,301.0,10.0,52.0,55.0,11.0,,,83.0,21.0,,,10.0,,14.0,249.0,509.0,530.0,3.0,31.0,30.0,0.0,22.0,39.0,,84.0,,,17.0,15.0,,,,3.0,4.0,,4.0,,11.0,,24.0,2.0,56.0,4.0,4.0,,8.0,11.0,5.0,20.0,,12.0,6.0,,,,4.0,4.0,,,,1.0,4.0,4.0,,,4.0,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,
cpl::Football_Player::915deb7a225b43bf96bef5524d31ce6e,D. Kinumbe,Ottawa Fury,Defender,2020,defender,4,208,0,0,1,0,0,0,2,1,4,2,0,0,57,69.0,7,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,208.0,,,2.0,63.0,,20.0,2.0,,5.0,,28.0,24.0,2.0,,64.0,1.0,41.0,7.0,20.0,23.0,12.0,,12.0,3.0,,8.0,109.0,4.0,,18.0,22.0,10.0,16.0,3.0,4.0,,,25.0,1.0,,,4.0,,6.0,5.0,43.0,44.0,,9.0,12.0,0.0,4.0,7.0,,15.0,0.0,0.0,3.0,2.0,,,,,6.0,,1.0,,8.0,2.0,3.0,3.0,14.0,5.0,1.0,3.0,1.0,,1.0,3.0,,2.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::14db7405a9c04988b3f8c7e7462ccab0,D. Northover,Cavalry,Defender,2020,defender,7,355,0,0,0,0,0,0,4,8,13,0,0,0,46,64.0,5,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,355.0,,,2.0,141.0,,45.0,6.0,,15.0,,78.0,49.0,3.0,,146.0,8.0,84.0,5.0,53.0,3.0,41.0,,17.0,4.0,,14.0,256.0,7.0,4.0,38.0,72.0,10.0,30.0,9.0,13.0,,,51.0,5.0,,,7.0,,14.0,44.0,88.0,93.0,1.0,21.0,24.0,0.0,6.0,13.0,,38.0,,,7.0,7.0,,,,3.0,4.0,,1.0,,8.0,,34.0,5.0,27.0,2.0,,1.0,,8.0,1.0,1.0,2.0,4.0,10.0,,,,2.0,,,,3.0,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8,M. Trafford,Cavalry,Defender,2020,defender,8,720,0,0,2,0,1,0,8,8,5,0,0,0,52,86.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,720.0,,,4.0,428.0,1.0,66.0,12.0,,40.0,1.0,70.0,312.0,,,442.0,8.0,344.0,7.0,65.0,161.0,46.0,,31.0,8.0,,19.0,515.0,8.0,1.0,26.0,139.0,10.0,25.0,33.0,5.0,,,45.0,24.0,,,8.0,,11.0,108.0,366.0,377.0,3.0,20.0,15.0,0.0,10.0,19.0,1.0,25.0,,,9.0,10.0,,,,2.0,,,3.0,,1.0,,3.0,1.0,34.0,1.0,1.0,,2.0,,2.0,6.0,1.0,8.0,10.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::65d2bf4929274b6f94dbbb949093b783,J. Wheeldon,Cavalry,Defender,2020,defender,6,459,0,0,1,0,0,0,2,10,2,0,1,1,60,83.0,6,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,459.0,,2.0,2.0,272.0,1.0,61.0,11.0,1.0,30.0,1.0,53.0,173.0,1.0,,284.0,10.0,205.0,5.0,50.0,65.0,34.0,,21.0,6.0,,16.0,334.0,6.0,7.0,15.0,120.0,10.0,17.0,29.0,2.0,,,35.0,23.0,,,6.0,,10.0,82.0,225.0,234.0,,18.0,5.0,0.0,12.0,20.0,1.0,20.0,,,8.0,3.0,,,,1.0,,,,,1.0,,,,17.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
cpl::Football_Player::6085b5eefe2b42e6810a6fd5a6b07c43,M. Restrepo,Wanderers,Defender,2020,defender,10,626,0,0,0,0,0,0,21,14,5,0,1,0,70,70.0,8,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,626.0,,,,232.0,,79.0,12.0,1.0,22.0,4.0,94.0,92.0,1.0,,243.0,14.0,161.0,4.0,75.0,90.0,43.0,,38.0,6.0,,35.0,407.0,10.0,6.0,63.0,103.0,10.0,47.0,7.0,5.0,,,80.0,20.0,,,10.0,,28.0,7.0,159.0,168.0,1.0,33.0,35.0,0.0,12.0,17.0,1.0,53.0,0.0,0.0,5.0,31.0,,,,10.0,,,2.0,,17.0,,46.0,4.0,43.0,8.0,,1.0,,7.0,,2.0,2.0,21.0,17.0,,,,3.0,,,,4.0,,3.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::1ada73d8bf034890ab66cfbd681d0f7c,C. N'Sa,Wanderers,Defender,2020,defender,9,738,0,0,2,0,0,0,16,10,17,1,0,0,47,73.0,9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,738.0,,1.0,3.0,235.0,4.0,93.0,8.0,,25.0,4.0,135.0,83.0,1.0,,241.0,10.0,156.0,5.0,66.0,14.0,56.0,,37.0,8.0,,26.0,511.0,9.0,4.0,82.0,109.0,10.0,59.0,19.0,17.0,,,99.0,24.0,,,9.0,,31.0,68.0,172.0,175.0,1.0,40.0,51.0,0.0,8.0,17.0,1.0,41.0,0.0,0.0,9.0,23.0,,,,7.0,11.0,,1.0,,23.0,1.0,74.0,19.0,50.0,11.0,2.0,2.0,2.0,17.0,4.0,8.0,7.0,16.0,17.0,,,,16.0,,,,1.0,,1.0,16.0,,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,
