playerName,TotalMinutes,SeasonsPlayed,CareerAttack,CareerDefense,CareerTotal
Sergio Camus,668,1,-1.519693772607062,-2.307339284724731,-2.864031489057018
B. Zebie,2247,2,-2.6134332966487346,0.6039259327797173,-2.868181640956128
K. Ceceri,800,1,-3.030037012187406,-0.7634565786583772,-2.871740595898532
Michel,580,1,-3.737437776397606,0.5050012416101186,-2.88125754875767
E. Montejano,503,1,-2.421726805271406,-0.3583739522188848,-2.895209975964877
José Galán,901,1,-4.086948680413535,0.2200843618664267,-2.935343896789722
K. Kane,970,2,-3.0708560464903245,-0.09291495511504733,-2.990172191418728
A. Mitter,1513,1,-3.9401226735111665,-0.6076528917042282,-3.0135627929679094
C. Loughrey,4769,3,-1.990292091596633,-1.4168352532256085,-3.041571886955339
J. Gutiérrez,1240,1,-1.0665154970021655,-0.6829688470250403,-3.0625719981689827
M. Henry,682,1,-1.5415297949413571,-1.522068723216962,-3.092341977534549
Y. Baï,968,1,-3.0308172222394036,0.4399820821209581,-3.102602343069973
A. Bouka,1007,1,-2.560058664686804,-0.3809942207047414,-3.168222278665332
E. Welshman,1125,2,-3.0200849785731942,-0.2102206536082611,-3.1904383816899613
T. Giraldo,814,1,-2.525190697147819,-0.6751531101493357,-3.2303191650194054
R. Boskovic,479,1,-0.8855108722362018,-0.7723235627993393,-3.25518404246533
A. Morgan,1571,1,-0.1166043815194211,-1.1096543400385928,-3.2608344657915596
C. Campagna,1102,2,-2.461338999310882,-0.20430862382105958,-3.317535452972192
Son Yong-Chan,952,1,-3.639476583030257,-0.2416144732539572,-3.336401621215805
M. Domínguez,741,1,-4.17222714245138,1.1962853112221492,-3.426690965019696
E. Lajeunesse,2921,3,-3.125792619457343,-0.7405037226286695,-3.517239828071792
T. Ameobi,1860,1,-4.728690806108597,1.3534727026598377,-3.5292733782120425
L. Mwandwe,696,1,-2.568607172585988,-0.5751204122774392,-3.5346244215808027
E. Simmons,6854,5,-5.165702354753956,1.230192400342477,-3.549129605190906
Ameer Khadim,466,1,-4.424834916819547,-0.1872269861123323,-3.550861213002338
J. Esua,3517,3,0.08833910896669715,-0.9968731123813045,-3.5611505727943813
M. Kapor,2251,2,-2.872221496110774,-1.7842729777870554,-3.819320635303133
T. Farago,1440,1,-0.0744159732673302,-3.8167971434073236,-3.8713497935032355
R. Núñez,1635,1,-3.8051159449139984,0.2295646361705663,-4.046251628594034
A. Koné,494,1,-3.203306652793944,-0.4147114712355023,-4.051450179709539
H. Godbout,588,1,-4.179312946793813,0.2048596553529072,-4.060276464889346
N. Wirth,1080,1,-0.2989389373219225,-3.7844383840579887,-4.06497453667698
D. Kaiser,492,1,-2.5455834500965455,-2.325316764025382,-4.090677551331757
D. Salanović,538,1,-3.98691137430216,-0.4107284702278607,-4.19060611837889
G. Frano,1964,1,-5.792202507742757,1.61569762250543,-4.237729495439929
M. Simmons,1243,1,-3.9698401771851746,0.4358116945405387,-4.281741868817262
U. Chima,838,1,-2.231443137224995,-1.6422992238975993,-4.305374406648228
O. Ramírez,585,1,-4.164904597860396,-0.2420388696606329,-4.401222899961335
J. Wheeldon,1956,2,-2.790020182372532,-2.213499832779129,-4.404429481850916
V. Moragrega,694,1,-4.745618750259323,0.6272918313629471,-4.4453882929927655
K. Rendón,643,1,-4.464853249189601,-0.8874911114229316,-4.480007092145291
Jesús del Amo,587,1,-2.679072216663233,-3.078605063195313,-4.520646151734098
J. Sanchez,1944,2,-4.464589881468924,-0.2412043331882312,-4.720146787913361
S. Kozlovskiy,1556,1,-3.7975970826944474,-1.6344227766143582,-4.732544389896328
A. Portal,808,1,-5.521273763660644,-0.1931290692282875,-4.787899693834418
Richard Luca,798,1,-4.440523298969026,-0.04550178654121801,-4.802803805007891
J. Ulloa,1882,2,-4.6129476132704434,0.14899100955461736,-4.8459940250197056
S. Triantafillou,1866,1,-6.030649682003459,0.796908129720293,-4.94058981203018
M. Trafford,5720,4,-1.5820453337383609,-2.437795868893335,-5.007108342803957
T. Gardner,487,1,-4.010867520786999,-0.831817304915619,-5.037061013392119
Raúl Uche,510,1,-5.058169939214222,0.0374021878548432,-5.039033331464885
N. Moazeni Zadeh,836,1,-5.407983880464072,-0.3838054242551272,-5.091828800512878
P. Amedume,1243,2,-2.395811396949654,-2.2817617553230165,-5.225653029840058
L. Cabrera,722,1,-4.046584211901212,-0.7221059301515647,-5.2727805863175625
T. Crawford,1318,1,-6.743733690198694,0.9632458280433608,-5.385921770589032
G. Smith-Doyle,532,1,-4.533687237978188,-1.0038517494425767,-5.54185844380914
S. Firth,504,1,-5.554079517025094,-0.70627327995197,-5.658489362872341
N. Wähling,1629,2,-5.200791887612105,-0.281877095890591,-5.806142483501258
N. Galvis,488,1,-5.067521541544885,-1.241548564102485,-5.820987764965982
S. Mabussi,474,1,-2.097002860794266,-1.5239243036539234,-5.860415273540521
Z. Sukunda,841,1,-5.65491244750352,-0.5719986926051062,-6.185999299547122
B. Owundi,1757,1,-3.7388436685426,-1.7222949925314734,-6.429125303633394
Jaime Siaj,517,1,-5.485494337892787,-0.523448729550388,-6.475344398933471
O. Tabi,1011,1,-6.091396223925787,0.1711545492795932,-6.598037425067127
J. Marcelin,1699,1,-6.705178513548547,-0.1734582126957807,-6.8771053439357
