playerName,playerId,season,team,role,TotalShrunk,PercentileRank,ScoreDelta,PrevSeasonScore,AttackShrunk,DefenseShrunk,Minutes,Eligible,G_per_game,A_per_game,SOT_per_game,KP_per_game,Tackles_pg,PassPct,SavePct,GAA
N. Mavila,cpl::Football_Player::528b48f0adc7452ea0b4d13358823c87,2019,Cavalry,defender,1.3181962759594519,52.6,,,-2.604315530928051,2.5968668905355545,2021,True,0.0,0.04,0.0,0.04,1.4,70.0,0.0,0.58
S. Karlsson Adjei,cpl::Football_Player::61aad3218c184a6192b0b6b07356ec32,2019,York,forward,3.5200737842961054,52.0,,,4.392311947988253,-0.448111971853794,1422,True,0.2916666666666667,0.0833333333333333,0.7083333333333334,0.0833333333333333,0.375,74.0,0.0,1.27
A. Achinioti-Jönsson,cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,2019,Forge,midfielder,-0.5316688092678999,50.0,,,-1.499546188388413,0.40918754391276263,1761,True,0.0,0.08,0.04,0.08,1.2,82.0,0.0,0.77
D. Samuel,cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,2019,Forge,defender,0.7027951497958788,50.0,,,-1.679249400971627,2.086239243170961,2134,True,0.0,0.0384615384615384,0.0,0.0384615384615384,1.1153846153846154,79.0,0.0,0.8
N. Giantsopoulos,cpl::Football_Player::d7a3107cbc0c426399a5c65c18e39d14,2019,Vancouver FC,goalkeeper,-0.4255544890327202,50.0,,,0.4833467603769239,-0.9219365552408876,450,True,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.8
M. Paolucci,cpl::Football_Player::2da9cef1b6384242b55b25f827780c21,2019,Valour,forward,2.982461607527753,48.0,,,2.3599932579900105,-0.3450590875475581,1139,True,0.2,0.1333333333333333,0.7333333333333333,0.1333333333333333,0.4,65.0,0.0,1.82
D. Lee,cpl::Football_Player::94c3ab35a187436683aa1e7c720bf37a,2019,Wanderers,defender,0.15439130018616237,47.4,,,-3.1992125860343754,2.2058726772589154,678,True,0.0,0.0,0.0,0.0,3.0,78.0,0.0,1.19
E. Estevez,cpl::Football_Player::3b2b76d0e95d43c49e03ac674ada8e99,2019,York,midfielder,-1.1531010961165187,47.1,,,-0.06037546070927392,-1.129429067214835,627,True,0.0555555555555555,0.0555555555555555,0.3333333333333333,0.0555555555555555,0.4444444444444444,79.0,0.0,1.0
L. Gasparotto,cpl::Football_Player::4a6631a1e64048b684e1097684c7e88b,2019,York,defender,-0.360034282239694,44.7,,,1.312902575387587,0.331840640056919,2520,True,0.0357142857142857,0.0,0.1785714285714285,0.0,0.8571428571428571,84.0,0.0,1.32
D. Gutiérrez,cpl::Football_Player::d80c8273244649a0841591e849fc3590,2019,Cavalry,midfielder,-1.502945953976651,44.1,,,-3.2259081447064113,1.4701111785439422,1605,True,0.0,0.0434782608695652,0.1304347826086956,0.0434782608695652,1.2173913043478262,79.0,0.0,1.79
A. García,cpl::Football_Player::4a3790eed104423781b21001cbce69e9,2019,Wanderers,forward,2.503805194264055,44.0,,,2.1560055242403338,0.6598122358417624,2082,True,0.2916666666666667,0.0,0.9583333333333334,0.0,0.7083333333333334,80.0,0.0,1.04
S. Thomas,cpl::Football_Player::404c4508ec1c45d681dab3a6b1037802,2019,Valour,defender,-0.4395880599089896,42.1,,,-0.015298409356309568,0.8184486387604899,1894,True,0.0,0.0454545454545454,0.1363636363636363,0.0454545454545454,1.0454545454545454,79.0,0.0,1.62
M. Eustáquio,cpl::Football_Player::d63d5cf0c66246d98d2023f78014180a,2019,Cavalry,midfielder,-1.5721643760871662,41.2,,,-4.702548772360025,-0.8629214103940375,533,True,0.0,0.0,0.1,0.0,1.1,77.0,0.0,1.18
D. Powley,cpl::Football_Player::7517829ba9bc4c5f89f19a60bcaa4cc8,2019,Edmonton,goalkeeper,-2.1837281023003183,40.0,,,-0.0730220937684661,-2.124926342165936,540,True,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.5
Oliver Minatel,cpl::Football_Player::01e4dc8e491d40f5aa24f147fe23b6e1,2019,Cavalry,forward,1.7798974466247532,40.0,,,1.7303527729509323,0.2772781105200671,1467,True,0.2916666666666667,0.0416666666666666,0.5,0.0416666666666666,0.5833333333333334,76.0,0.0,0.86
S. Furlano,cpl::Football_Player::d598a27118fe42fc8fe3eb136ed467f5,2019,York,defender,-0.7912813347760659,39.5,,,-0.10280095170827631,-1.2130828984478839,517,True,0.0,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.6,75.0,0.0,1.91
E. John,cpl::Football_Player::cb63f715ae9044639eb7eebd00a93a9b,2019,Wanderers,midfielder,-1.6582031745534564,38.2,,,-2.8943124395594233,0.7329027101439977,1435,True,0.0,0.0555555555555555,0.1666666666666666,0.0555555555555555,1.6111111111111112,77.0,0.0,1.13
A. De Carolis,cpl::Football_Player::cfb4634bc5a0472c9999c3364d73937c,2019,Wanderers,defender,-1.3246135915099517,36.8,,,-0.9277307718295255,0.2146428549082419,1246,True,0.0,0.0,0.2352941176470588,0.0,1.2352941176470589,71.0,0.0,1.52
M. Zajac,cpl::Football_Player::2a2dcc3d5b52458b87405d47509cd686,2019,Forge,forward,0.2654782239701521,36.0,,,0.9159753168868481,-0.5312245784430968,1073,True,0.0454545454545454,0.1363636363636363,0.5,0.1363636363636363,0.45454545454545453,81.0,0.0,0.92
N. Verhoeven,cpl::Football_Player::0193e9b2803b43938a676ad9232cede8,2019,Atlético,midfielder,-1.8242178633134798,35.3,,,-2.5621076547216113,0.6870704479920052,1850,True,0.0,0.0416666666666666,0.1666666666666666,0.0416666666666666,0.75,82.0,0.0,1.9
D. Norman,cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,2019,Vancouver FC,defender,-1.3263946316751376,34.2,,,-1.158264634434915,-1.3975065813185106,596,True,0.0,0.0,0.125,0.0,1.25,80.0,0.0,0.91
