match_id,season,date,team,playerName,expected_minutes,source
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,A. Sissoko,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,N. Ingham,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,M. Tissot,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,Miguel Acosta,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,Diego Espejo,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,A. Sissoko,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,B. Tabla,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,A. Đidić,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,B. Levis,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Atlético,S. Salter,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,C. N'Sa,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,T. Meilleur-Giguère,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,S. Rea,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,Eriks Santos,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,M. Camara,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,W. Timóteo,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,J. Gagnon-Laparé,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,C. Loughrey,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,P. Schaale,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,M. Omar,90.0,calculated
2022_2022-04-16_Atlético_Ottawa_vs_HFX_Wanderers,2022,2022-04-16T17:00:00Z,Wanderers,C. Bent,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,D. Zator,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,M. Carducci,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,J. Escalante,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,D. Klomp,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,A. Musse,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,D. Gutiérrez,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,S. Shome,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,M. Trafford,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,J. Mason,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,T. Warschewski,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Cavalry,C. Trafford,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,A. Achinioti-Jönsson,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,T. Henry,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,A. Hojabrpour,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,K. Bekker,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,T. Borges,90.0,calculated
2022_2022-04-16_Forge_vs_Cavalry,2022,2022-04-16T20:00:00Z,Forge,D. Choinière,90.0,calculated
